Chr,Gene,nSNPs,Start,Stop,Test-Stat,Pvalue,Error,Best-SNP,SNP-pvalue
1,ANXA9,66,150954498.0,150968114.0,68.5528934890404,0.369796771061457,7.42852397353634e-15,rs11204755,0.0176399999999999
1,AOF2,72,23345945.0,23410184.0,24.4378405632457,0.777092742732788,2.68084362859207e-14,rs9426689,0.152400000000001
1,AP4B1,73,114437676.0,114447741.0,58.6509741890121,0.529470255277885,8.72646514078097e-15,rs10494162,0.0651199999999999
1,APCS,126,159557615.0,159558661.0,140.38814137459,0.324273252174736,9.80793293783607e-15,rs17457976,0.00377
1,APH1A,64,150237798.0,150241532.0,144.68259792223,0.0669754398267431,1.13148898353504e-13,rs2038752,0.009172
1,APITD1,78,10490158.0,10512210.0,71.1097668898035,0.427072547082615,7.8933533623015e-15,rs10127643,0.0381399999999999
1,APOA1BP,84,156561557.0,156564091.0,30.3856011906792,0.824019367901904,1.76379540576893e-14,rs1361744,0.1408
1,APOA2,96,161192082.0,161193418.0,138.151755978899,0.156959912586649,1.76061476142971e-14,rs4233367,0.01279
1,APOBEC4,161,183615410.0,183622448.0,83.2711375564373,0.602857001627696,3.91563676086056e-14,rs2767314,0.237699999999999
1,AQP10,71,154293591.0,154297801.0,101.126021708876,0.197997269903173,2.43956325774825e-14,rs12729561,0.02991
1,ARF1,49,228270360.0,228286913.0,15.7601634929843,0.833559572402424,2.4979552356250998e-14,rs3121309,0.0663799999999998
1,ARHGAP29,136,94634462.0,94703307.0,102.977485648629,0.591696921169893,7.0612665335758105e-15,rs12750249,0.1368
1,ARHGAP30,90,161016731.0,161039760.0,112.806086183539,0.256549642445272,1.32890017254394e-14,rs790055,0.0201500000000001
1,ARHGEF10L,183,17866329.0,18024370.0,81.3349825407459,0.949541789707492,1.58034968779195e-14,rs12117763,0.01574
1,ARHGEF11,243,156904631.0,157015162.0,142.390817624588,0.739105423184121,1.1087040305629101e-14,rs6671392,0.0657699999999999
1,ARHGEF16,60,3371146.0,3397677.0,94.2372431227458,0.140851662111442,2.3370470704834e-14,rs9787074,0.03195
1,ARHGEF19,89,16524598.0,16539104.0,116.868845192118,0.23400285900128,2.46102609796603e-14,rs11588341,0.0192599999999999
1,ARHGEF2,64,155916644.0,155947951.0,55.6880845191203,0.424367382041159,2.09015294931316e-14,rs1889532,0.0797899999999999
1,ARID1A,41,27022521.0,27108601.0,27.6059441499092,0.561363402131537,1.2433550784340999e-14,rs6674802,0.0237099999999998
1,ARID4B,142,235330209.0,235491532.0,691.304812690445,0.007745232927928,1.13334881515198e-12,rs6688441,0.002232
1,ARL8A,103,202101976.0,202113866.0,112.874045284938,0.342195212493983,7.54198312706048e-15,rs6668730,0.007261
1,ARNT,61,150782185.0,150849186.0,37.5902626228038,0.551464734441672,1.3938880403809201e-14,rs10305742,0.001045
1,ARPC5,160,183595331.0,183604985.0,89.6069040136763,0.615910898488768,1.63060166434261e-14,rs699240,0.2168
1,ARTN,80,44398991.0,44402884.0,61.4134637826417,0.521112787495248,1.1150441167015999e-14,rs17402782,0.0274499999999999
1,ARV1,116,231114822.0,231136479.0,139.510031073677,0.271117557710043,1.5795295501033702e-14,rs10864650,0.006509
1,ASB17,139,76384559.0,76398116.0,16.1378035650684,0.996088609320743,1.85320461943318e-14,rs12039560,0.3697
1,ASH1L,67,155305051.0,155532324.0,27.4739850793379,0.702216167533461,1.63390960708555e-14,rs4971083,0.241500000000001
1,ASPM,128,197053256.0,197115824.0,242.104473367638,0.12948047156128,1.04822274698401e-13,rs1556763,0.0288199999999999
1,ASTN1,399,176830202.0,177134024.0,785.866681282761,0.0311205757760645,1.74285346680517e-14,rs6665925,0.0027659999999999
1,ATAD3A,38,1447554.0,1470064.0,37.9082423029504,0.362129527234929,1.43434509916302e-14,rs819976,0.02482
1,ATAD3B,23,1407163.0,1431582.0,24.3097641972245,0.3438096215002,1.67527564578427e-14,rs819976,0.02482
1,ATAD3C,16,1385068.0,1405538.0,16.1839465214244,0.358267589163711,1.68304636232722e-14,rs819976,0.02482
1,ATF3,191,212738696.0,212794116.0,311.089317602646,0.0693862397150221,1.66314344077634e-14,rs4543871,0.003075
1,ATF6,395,161736083.0,161928852.0,360.14390553751,0.462608415662644,3.39834375008543e-15,rs12095407,0.0095959999999999
1,ATG4C,164,63249802.0,63330050.0,444.279879387012,0.0419062590523104,8.387192826791899e-14,rs17316381,0.0016069999999999
1,ATP13A2,89,17312452.0,17338267.0,139.219081404038,0.142389137231226,2.9329397584605204e-14,rs6657613,0.02601
1,ATP1A1,68,116915835.0,116947396.0,53.5750729568603,0.472450712530568,8.015644030558181e-15,rs850610,0.0076119999999999
1,ATP1A2,131,160085547.0,160113374.0,121.830874109364,0.492872850588464,2.9289929334482303e-15,rs10494337,0.01512
1,ATP1A4,132,160121351.0,160156767.0,151.846586308722,0.286599838812786,8.789204107586421e-15,rs3827532,0.01331
1,ATP1B1,197,169075946.0,169101960.0,111.679019697573,0.777764059568539,1.33918044917225e-14,rs7523965,0.02753
1,ATP2B4,154,203595927.0,203713209.0,185.853044327106,0.258486903129893,9.21804654684721e-15,rs2802782,0.001392
1,ATP5F1,124,111991742.0,112004525.0,116.613212523907,0.432796985155194,4.96474198305691e-15,rs3767602,0.0002679
1,ATP6V0B,72,44440601.0,44443972.0,44.9638300336758,0.643658296177209,1.4170783805436101e-14,rs17402782,0.0274499999999999
1,ATP6V1G3,116,198492351.0,198510075.0,128.711805423728,0.328269640526997,1.12343947138882e-14,rs12118146,0.02491
1,ATP8B2,93,154298035.0,154323780.0,112.895607909277,0.279683560946252,1.68914351505067e-14,rs12729561,0.02991
1,ATPAF1,102,47098410.0,47134099.0,58.5250211780839,0.622774149774602,1.3856640814711e-14,rs11211313,0.0864000000000004
1,ATPIF1,73,28562610.0,28564611.0,38.2590410015599,0.671895054551251,1.64267723587761e-14,rs10494394,0.1211
1,ATXN7L2,80,110026560.0,110035356.0,37.8559760371631,0.734203007934918,1.37604837638886e-14,rs3738773,0.2118
1,AURKAIP1,21,1309109.0,1310818.0,7.87212310339438,0.764336717047148,3.2078905982947e-14,rs2765023,0.2517
1,AVPR1B,19,206224282.0,206231482.0,25.4089534456883,0.238375502585052,7.73713239473734e-14,rs28391411,0.0780200000000001
1,B3GALNT2,149,235613244.0,235667781.0,147.732694555998,0.384068814892111,7.0513030705892304e-15,rs17543709,0.008244
1,B3GALT2,62,193148175.0,193155724.0,24.0296361129685,0.705785581065901,1.21992658951682e-13,rs7551897,0.1053
1,B3GALT6,47,1167628.0,1170420.0,18.3640161483179,0.885705891599209,1.5672347750138902e-14,rs2144440,0.0926400000000001
1,B4GALT2,77,44444865.0,44456840.0,45.5487102472961,0.713749519482418,1.2595251890023501e-14,rs17402782,0.0274499999999999
1,B4GALT3,61,161141100.0,161147314.0,103.540874300141,0.115998154996813,3.53003362025628e-14,rs4233367,0.01279
1,BAI2,71,32192717.0,32229648.0,93.896199678629,0.215776336492711,1.67040595784364e-14,rs12037019,0.01087
1,BARHL2,104,91177578.0,91182794.0,124.63948334344,0.283748205546254,1.96653059767466e-14,rs3856224,0.05001
1,BAT2D1,227,171454665.0,171562650.0,206.620816276951,0.46638471462823,3.990066135832761e-15,rs2421811,0.02815
1,BATF3,93,212859759.0,212873327.0,158.089401579086,0.0815527418049943,2.3868564910480102e-14,rs3768546,0.0053119999999999
1,BCAN,96,156611739.0,156629320.0,56.2760839813757,0.766921207222337,1.3968120370793e-14,rs12035664,0.02814
1,BCAR3,126,94027348.0,94147385.0,312.616530936711,0.0290886654837765,3.8615451092146605e-14,rs236292,0.0043309999999999
1,BCAS2,47,115110180.0,115124265.0,49.2193947835777,0.366806789047055,1.09306329570944e-14,rs1484835,0.002628
1,BCL10,142,85731459.0,85743583.0,147.997356708348,0.379009632585662,5.6516384786410805e-15,rs233104,0.0035
1,BCL2L15,72,114419435.0,114430169.0,50.8376255737846,0.603883918950002,1.00044189379336e-14,rs10494162,0.0651199999999999
1,BCL9,188,147013181.0,147098015.0,615.488301145901,0.0005416018570547,1.71583258818768e-14,rs17160271,0.001284
1,BEST4,61,45249256.0,45253426.0,48.255793871197,0.470908474823446,1.12721123564664e-14,rs17886354,0.07635
1,BGLAP,79,156211950.0,156213112.0,75.6896752281446,0.417934769823595,8.024379199838871e-15,rs2253358,0.096759999999999
1,BLZF1,151,169337193.0,169365780.0,110.036958763492,0.59170819623021,1.5076885791816e-14,rs9783117,0.03511
1,BMP8A,81,39957317.0,39995541.0,69.5212281210062,0.499847137686182,5.8103478809034e-15,rs13376177,0.0677900000000002
1,BMP8B,100,40223902.0,40254533.0,160.477295145464,0.0965966374199984,2.5720295716416502e-14,rs501523,0.0041719999999999
1,BNIPL,60,151009033.0,151020074.0,96.3096913894002,0.123883642508801,2.7579491249463602e-14,rs11204755,0.0176399999999999
1,BOLA1,21,149871200.0,149872345.0,92.8436242788232,0.005284765327898,1.71148284325841e-13,rs16836630,0.002832
1,BPNT1,82,220230823.0,220263191.0,35.9690878254752,0.794710582203036,1.7376714475502602e-14,rs12734813,0.06071
1,BRDT,106,92414927.0,92479985.0,71.5171843904081,0.597137260418873,1.28268113477506e-14,rs11165787,0.0378000000000001
1,BRP44,59,167887309.0,167905233.0,110.790737488531,0.12121216595617,5.74858304538321e-14,rs10489203,0.01857
1,BSDC1,18,32830775.0,32860027.0,8.07112015267276,0.821153161964662,2.04559641098597e-14,rs2273376,0.08878
1,BSND,153,55464616.0,55474465.0,70.8419985856873,0.965694413399326,1.6247717345239902e-14,rs17111495,0.0723500000000002
1,BTBD8,114,92545892.0,92613397.0,92.644720555455,0.455395949094581,9.212450968675581e-15,rs2893203,0.01557
1,BTF3L4,49,52521972.0,52554062.0,109.064765673232,0.0955579711636505,2.12477350071744e-13,rs17107037,0.0062209999999999
1,BTG2,105,203274663.0,203278729.0,63.379665877692,0.777694678821703,1.53634073460763e-14,rs2486931,0.07894
1,BXDC5,150,84944919.0,84964033.0,75.743484418199,0.817114978847625,1.67616264939629e-14,rs6576706,0.07843
1,C1orf100,191,244515936.0,244552393.0,200.82513582564,0.380693776189017,4.42680831105717e-15,rs3102474,0.003855
1,C1orf101,262,244624692.0,244803662.0,418.303524451332,0.105502061303923,6.41340380280913e-15,rs2819001,0.0006568
1,C1orf102,127,36883506.0,36916052.0,109.923127411271,0.490922283816174,4.31506481504838e-15,rs3007220,0.02552
1,C1orf103,93,111489811.0,111506566.0,294.424961490918,0.006696445096968,7.581193106250031e-14,rs11807524,0.001832
1,C1orf104,31,155290250.0,155293938.0,13.47663332972,0.648998972303504,2.6488826054709403e-14,rs4971050,0.2638
1,C1orf105,174,172389829.0,172437966.0,48.1000581635445,0.9904463530528,1.71787995355143e-14,rs6424894,0.1804
1,C1orf106,104,200860668.0,200884863.0,154.521650275652,0.144298007872836,2.33751379592736e-14,rs885197,0.0029989999999999
1,C1orf107,145,210001332.0,210030908.0,42.0676140737413,0.940077675136523,1.94620969047986e-14,rs12744453,0.0250500000000001
1,C1orf109,130,38147241.0,38156192.0,96.7034299074095,0.605386275984022,7.34814159805917e-15,rs10796913,0.003767
1,C1orf110,195,162824086.0,162838605.0,172.303536608028,0.525977280767553,3.34138811475068e-15,rs11588419,0.02248
1,C1orf111,172,162343514.0,162346644.0,233.106917194149,0.168469152671802,1.2546513724529e-14,rs164423,0.002189
1,C1orf112,233,169764549.0,169822229.0,97.5561140594265,0.808758675293056,1.49600807851299e-14,rs2272819,0.0561000000000001
1,C1orf113,38,36772717.0,36790486.0,37.9055464389908,0.370362543145563,1.39183770523461e-14,rs12116935,0.01534
1,C1orf114,162,169364113.0,169396670.0,126.707796033579,0.546532319577648,1.20721263815752e-14,rs9783117,0.03511
1,C1orf115,95,220863627.0,220872499.0,89.96881746607,0.408585612814448,7.23711143732488e-15,rs12127880,0.03499
1,C1orf116,95,207191865.0,207206101.0,257.527172678642,0.0277459447344056,5.38565179698708e-14,rs901107,0.0002254999999999
1,C1orf122,49,38273968.0,38275126.0,101.34679236728,0.077767698069289,7.52516647561145e-14,rs530225,0.0329299999999998
1,C1orf123,75,53679771.0,53686289.0,160.968014141458,0.0750801319703412,5.81814059051373e-14,rs11581518,0.003753
1,C1orf124,77,231473681.0,231489989.0,307.709685266594,0.0309252788488476,5.1744610394138e-12,rs11122272,0.01048
1,C1orf125,345,179335114.0,179523870.0,336.975544346425,0.410868072099147,6.2546348742930705e-15,rs2255375,0.0135799999999999
1,C1orf127,104,11006532.0,11024258.0,97.1116177061772,0.486521122536992,3.5296104672897304e-15,rs12410376,0.01286
1,C1orf128,36,24104887.0,24114722.0,52.4042995065459,0.208808810519781,6.471580259284e-14,rs10917420,0.0725700000000003
1,C1orf129,169,170904635.0,170967946.0,212.42544483038,0.255737408654293,1.4219320657058102e-14,rs17563812,0.0248100000000001
1,C1orf130,96,24882601.0,24935816.0,142.354716730079,0.138062194405918,2.45977979230214e-14,rs3924435,0.0101
1,C1orf131,94,231359508.0,231376924.0,241.981454465888,0.0248148549747551,5.1195955465171303e-14,rs539699,0.006327
1,C1orf135,92,26160496.0,26185848.0,28.6266723091503,0.797527328159742,1.8209779909976e-14,rs1044183,0.0208600000000001
1,C1orf14,96,182868999.0,182922553.0,119.808126207195,0.25840386719132,2.37670157372394e-14,rs6424873,0.0408399999999999
1,C1orf141,127,67557858.0,67594220.0,123.404967234801,0.395162310993044,7.26774171999697e-15,rs9729046,0.05948
1,C1orf142,88,227922696.0,227968927.0,139.188777289837,0.14526776887888,3.04544190929441e-14,rs12138074,0.0338700000000001
1,C1orf144,62,16693582.0,16724640.0,39.9301954626241,0.623756801015531,1.33560071048229e-14,rs12135288,0.0973999999999996
1,C1orf146,63,92683572.0,92711367.0,90.1661326172141,0.217282968775097,6.6810251917558e-14,rs1384614,0.01833
1,C1orf149,68,37958175.0,37980364.0,59.6331172464505,0.48343096361762,5.4195535152638405e-15,rs1395720,0.0869500000000007
1,C1orf150,91,247712450.0,247739848.0,112.912378906373,0.240790348686606,1.26805449748493e-14,rs10436936,0.02501
1,C1orf151,84,19923466.0,19955174.0,188.313511251352,0.0328493700134878,7.01103240323558e-14,rs10917509,0.0010069999999999
1,C1orf156,151,169761671.0,169764031.0,64.6784963568955,0.800409296422283,2.11447852425004e-14,rs2272819,0.0561000000000001
1,C1orf157,92,204001574.0,204010388.0,29.8586136606724,0.985270591807002,3.0031820354653203e-15,rs12118495,0.189000000000001
1,C1orf158,131,12806162.0,12821102.0,30.3693877964035,0.981513164107224,2.11127787571759e-14,rs3010873,0.265099999999999
1,C1orf159,38,1017197.0,1051736.0,28.3471011067685,0.559442136605396,1.0507850537249999e-14,rs9442385,0.0214800000000001
1,C1orf161,62,116654375.0,116677861.0,59.8712362232557,0.418885610997622,4.70985326566475e-15,rs911221,0.0264100000000001
1,C1orf162,112,112016603.0,112021134.0,125.676386153908,0.31924487697009,9.777323318162552e-15,rs3767602,0.0002679
1,C1orf163,89,53152513.0,53164038.0,68.184298521776,0.530841537536641,7.788325969284051e-15,rs12407301,0.01056
1,C1orf165,125,49193539.0,49242547.0,98.9339560908387,0.567466245300043,5.94283945372276e-15,rs11586980,0.0881100000000001
1,C1orf168,171,57184476.0,57285369.0,149.57866123327,0.585125645803194,3.9382685598601904e-15,rs1891415,0.0585399999999997
1,C1orf172,39,27276060.0,27286897.0,52.9972274229584,0.218310603013727,4.39729047109274e-14,rs3010109,0.02035
1,C1orf173,201,75033794.0,75139422.0,193.692940053261,0.439411151149044,3.668817345542911e-15,rs12723288,0.0095309999999999
1,C1orf174,82,3805696.0,3816849.0,38.4963079429782,0.868530142379038,1.63945538728478e-14,rs11811801,0.101500000000001
1,C1orf175,201,55107443.0,55175939.0,278.487678550173,0.162642838870289,1.30387331704423e-14,rs1655519,0.0232100000000001
1,C1orf176,79,40974432.0,40982214.0,166.950278770732,0.0828292317278892,6.381196355204051e-14,rs7524182,0.002758
1,C1orf177,146,55271735.0,55307937.0,325.053614416574,0.0567396515593927,4.29077948196879e-14,rs17111142,0.004636
1,C1orf182,72,156307104.0,156316785.0,56.714039378829,0.527290185649298,7.79164852540235e-15,rs7525133,0.04041
1,C1orf183,146,112268369.0,112298419.0,93.4130508718579,0.738416135504865,1.0449937073271e-14,rs501396,0.0143199999999999
1,C1orf186,35,206238871.0,206288647.0,34.6202178293518,0.406255304704663,6.17826579913517e-15,rs28391411,0.0780200000000001
1,C1orf187,92,11751780.0,11780336.0,145.752815027034,0.0783656879452979,2.16114640671499e-14,rs4073575,0.0123200000000001
1,C1orf189,55,154171847.0,154178809.0,35.8399673885554,0.566558992684751,1.83565162419393e-14,rs12726220,0.1311
1,C1orf190,66,46669005.0,46737325.0,85.2263225487374,0.234874626908595,1.9207909525022e-14,rs17413652,0.002109
1,C1orf192,90,161334520.0,161337664.0,111.656651461589,0.263915053882689,6.81090745212365e-14,rs12725465,0.01596
1,C1orf194,42,109648572.0,109656479.0,26.886915987314,0.738349180223659,1.10348543356761e-14,rs17641977,0.0095839999999999
1,C1orf198,135,230972865.0,231004277.0,115.441009807364,0.56160891218736,4.1420701657837205e-15,rs16853141,0.01284
1,C1orf2,44,155216995.0,155225274.0,53.400384175324,0.260631364179198,3.45572396238291e-14,rs2075571,0.0138300000000001
1,C1orf201,152,24683488.0,24727949.0,34.9301167551723,0.987316884227689,1.71825354498113e-14,rs16829432,0.116399999999999
1,C1orf21,288,184356149.0,184598155.0,245.994137979955,0.537481261536452,3.719936111921541e-15,rs4651223,0.01128
1,C1orf210,92,43747556.0,43751250.0,115.298893261776,0.248539437232645,1.63314055533509e-14,rs4660731,0.02361
1,C1orf212,86,35319123.0,35325345.0,39.3191378561457,0.921538357467424,1.5804695951490302e-14,rs7529736,0.1181
1,C1orf213,69,23695463.0,23698279.0,143.706359009531,0.0645238017788822,4.78264151214623e-14,rs6682786,0.001547
1,C1orf216,32,36179476.0,36184790.0,30.4404739787286,0.368606858234963,3.85552703724785e-14,rs6425954,0.2082
1,C1orf220,121,178511930.0,178518024.0,45.490471724154,0.829350723087541,1.5757695542653e-14,rs3935288,0.09348
1,C1orf222,51,1853395.0,1859368.0,36.3747114627851,0.56561354639854,9.063496689127311e-15,rs16824588,0.0409199999999999
