Chr,Gene,nSNPs,Start,Stop,Test-Stat,Pvalue,Error,Best-SNP,SNP-pvalue
1,AGRN,10,955502.0,991492.0,4.31443119070197,0.721831187315486,5.705885446558779e-13,rs11579015,0.1634
1,AGT,245,230838268.0,230850336.0,208.243267345013,0.565166961580289,3.9105857460361004e-15,rs11122577,0.0233
1,AGTRAP,109,11796141.0,11810828.0,154.071982706337,0.164609749137124,1.99590155754318e-14,rs4846049,0.0142
1,AHCTF1,126,247002401.0,247081679.0,185.222754162455,0.169083545140562,2.8279516756225202e-14,rs6426191,0.0196
1,AHCYL1,70,110527307.0,110566364.0,181.364438632139,0.0212168720890653,4.85116397426775e-14,rs3768469,0.0088999999999999
1,AHDC1,40,27860755.0,27930143.0,111.564844736327,0.0182826774822816,5.29275892436461e-14,rs12726763,9.99999999999998e-05
1,AIDA,36,222841354.0,222885864.0,202.395689514548,0.0036246149848939,3.4883990036084096e-11,rs2133189,0.0016
1,AIM1L,149,26648349.0,26670443.0,178.130963641967,0.284207552980602,1.40293448845077e-14,rs12137896,0.0071
1,AIM2,86,159032274.0,159046647.0,80.1547303316,0.381363180871927,1.03296562386588e-14,rs1005857,0.0026999999999999
1,AJAP1,393,4715104.0,4843851.0,635.767658433984,0.0354951258759267,1.0356270158543301e-14,rs12029492,0.000792
1,AK2,54,33473585.0,33502492.0,34.5893990865352,0.513652632230831,1.1827668117287401e-14,rs10737365,0.1371
1,AK3L1,147,65613231.0,65693175.0,402.051620400822,0.009658031152106,5.8054974928475e-14,rs12119363,0.0007589999999999
1,AK5,449,77747741.0,78025654.0,737.739712249157,0.0589390038604473,1.7390011316145402e-14,rs12751064,0.0009959999999999
1,AKIRIN1,69,39456916.0,39470979.0,408.456426279673,0.0002241548395165,2.21220989234162e-13,rs6694920,0.0002859999999999
1,AKR1A1,63,46016497.0,46035721.0,39.8124532467042,0.597870568835896,1.86162130911723e-14,rs2993263,0.124400000000001
1,AKR7A2,110,19630461.0,19638640.0,89.9854429020527,0.573077696630442,5.407410556996081e-15,rs2227295,0.0484999999999999
1,AKR7A3,89,19609056.0,19615280.0,73.0416854620416,0.57808238217054,6.2756863145377605e-15,rs2227295,0.0484999999999999
1,AKT3,230,243651534.0,244006553.0,3662.09556996272,1.0910483072557e-09,2.83856187148799e-13,rs14403,1.70999999999997e-10
1,ALDH4A1,104,19197925.0,19229072.0,135.592893027598,0.182824813448502,1.40555193084742e-14,rs35217608,0.0152
1,ALDH9A1,196,165631448.0,165667900.0,381.822853217362,0.0376516938328174,2.68696914858438e-14,rs10918256,0.0025
1,ALG14,161,95448296.0,95538483.0,603.560364704545,0.0040237362727305,1.16361609100443e-13,rs11165284,1.94000000000005e-05
1,ALG6,111,63833297.0,63902878.0,127.564492325912,0.298493373904331,1.3035326663487e-14,rs2025518,2.40999999999999e-05
1,ALPL,184,21835857.0,21904905.0,169.286923169898,0.507536241654238,2.7879704897927104e-15,rs1256343,0.0117000000000001
1,ALX3,74,110602996.0,110613322.0,261.626604387677,0.0091325272084905,1.09122469741603e-13,rs598158,0.0069999999999999
1,AMIGO1,79,110049445.0,110052336.0,68.04699999972,0.452983353687786,7.89275774628471e-15,rs3738774,0.0079
1,AMPD1,74,115215721.0,115238176.0,334.116827255125,0.0009313913954903,1.34546092019242e-13,rs12120851,2.59000000000005e-05
1,AMPD2,80,110162458.0,110174677.0,86.6433845745271,0.336535599955457,8.795706467370931e-15,rs574344,0.0018
1,AMY1A-1,4,104198140.0,104207173.0,2.1767089916763,0.678626078729356,7.044761214265831e-09,rs1150075,0.2116
1,AMY1A-3,19,104292278.0,104301311.0,25.8246234200277,0.220977380029961,1.06253524853334e-13,rs7540208,0.0871000000000002
1,AMY1B-1,4,104198324.0,104207172.0,2.1767089916763,0.678626078729356,7.044761214265831e-09,rs1150075,0.2116
1,AMY1B-3,19,104292462.0,104301310.0,25.8246234200277,0.220977380029961,1.06253524853334e-13,rs7540208,0.0871000000000002
1,AMY1C-1,4,104198302.0,104207172.0,2.1767089916763,0.678626078729356,7.044761214265831e-09,rs1150075,0.2116
1,AMY1C-3,19,104292440.0,104301310.0,25.8246234200277,0.220977380029961,1.06253524853334e-13,rs7540208,0.0871000000000002
1,AMY2A,14,104159998.0,104168400.0,16.2569375756645,0.303127262019656,3.13192697369179e-14,rs4847151,0.0825000000000001
1,AMY2B,22,104097321.0,104122149.0,27.4618580905398,0.255279927923034,3.0456914219833204e-14,rs4847151,0.0825000000000001
1,ANGEL2,58,213165523.0,213189168.0,76.4273033244631,0.229284913518969,2.1191496382157302e-14,rs7511930,0.0184
1,ANGPTL1,65,178818669.0,178840215.0,15.7360031387845,0.939289568930491,2.3869228627534e-14,rs12757741,0.1703
1,ANGPTL3,48,63063186.0,63071180.0,59.8123450603874,0.256565700837196,1.195757008863e-13,rs11207998,0.0224999999999999
1,ANGPTL7,70,11249397.0,11256038.0,7.64835053276133,0.935085398741762,1.03104015328252e-13,rs12122605,0.267300000000001
1,ANKRD13C,89,70724684.0,70820417.0,97.184588236231,0.330119429099816,1.23644260878216e-14,rs270487,0.0458999999999999
1,ANKRD34A,25,145470507.0,145475647.0,20.1083022916348,0.486419975675805,1.23840277316818e-14,rs9245,0.0539999999999999
1,ANKRD35,48,145549208.0,145568526.0,91.6880473388731,0.0926422219565785,4.38929090744412e-14,rs1887803,0.0191
1,ANKRD45,55,173577474.0,173639001.0,416.669982637565,3.87154223560615e-05,1.73977632431323e-13,rs12561796,1.76000000000002e-06
1,ANP32E,54,150190854.0,150208460.0,513.01922086744,1.63854643903671e-05,7.10823453216335e-13,rs7521783,1.7399999999999801e-09
1,ANXA9,66,150954498.0,150968114.0,226.827955596319,0.0043461976209274,8.83474732831019e-14,rs11204755,3.39999999999993e-07
1,AOF2,73,23345945.0,23410184.0,36.672862536891,0.647025870243597,2.04068045766198e-14,rs17278869,0.0883
1,AP4B1,73,114437676.0,114447741.0,37.2737904711753,0.778988053349464,1.44225246481983e-14,rs6665194,0.1704
1,APCS,127,159557615.0,159558661.0,219.457420093791,0.0993621077528014,2.83206573703539e-14,rs12726999,0.0115
1,APH1A,64,150237798.0,150241532.0,490.959360634477,6.52305211422677e-05,3.0312600801977297e-13,rs12086155,3.05000000000006e-07
1,APITD1,79,10490158.0,10512210.0,69.9490578909634,0.446573236086433,7.70625435698964e-15,rs11121555,0.019
1,APOA1BP,83,156561557.0,156564091.0,48.3683321909984,0.627252914358569,1.4566962837359202e-14,rs6682716,0.1081
1,APOA2,97,161192082.0,161193418.0,169.405802404077,0.0748739813210664,2.83692135864124e-14,rs4575098,0.0102
1,APOBEC4,160,183615410.0,183622448.0,273.35690695072,0.167999462856791,1.75287422397758e-12,rs16861241,0.0710000000000002
1,AQP10,71,154293591.0,154297801.0,277.460260132225,0.0033475649993907,1.07813856903129e-13,rs7521837,5.98999999999992e-06
1,ARF1,49,228270360.0,228286913.0,33.1755660293459,0.547944788972989,1.52107537705849e-14,rs10495278,0.0346000000000001
1,ARHGAP29,137,94634462.0,94703307.0,194.871814962059,0.179930256860996,2.45724600397586e-14,rs11583428,0.0172
1,ARHGAP30,90,161016731.0,161039760.0,100.295933243676,0.326194228888709,9.96202351134782e-15,rs16832617,0.0371999999999999
1,ARHGEF10L,194,17866329.0,18024370.0,88.8932680349769,0.953754279234212,1.58794594509156e-14,rs2256787,0.0231
1,ARHGEF11,242,156904631.0,157015162.0,438.680995520766,0.0944239990636718,3.39016513632423e-14,rs12080191,0.0108
1,ARHGEF16,79,3371146.0,3397677.0,102.825901055135,0.204502818512796,1.48257775893166e-14,rs870171,0.011
1,ARHGEF19,87,16524598.0,16539104.0,341.790831387308,0.005794103483573,1.29759058491272e-13,rs221045,0.000821
1,ARHGEF2,64,155916644.0,155947951.0,423.00342863864,0.0008385805524875,2.7749486074236796e-11,rs3856261,9.59999999999989e-06
1,ARID1A,41,27022521.0,27108601.0,254.54051415409,0.0012746305856241,4.02220400708433e-13,rs35617712,0.0012
1,ARID4B,140,235330209.0,235491532.0,145.920050876476,0.34122361610174,2.67620718171662e-14,rs10925503,0.0326
1,ARL8A,114,202101976.0,202113866.0,150.628961256896,0.182843714658995,1.3653701533823801e-14,rs16849710,0.0292999999999999
1,ARNT,66,150782185.0,150849186.0,143.193370183896,0.0901619211019873,1.06090087220466e-13,rs10305724,4.31000000000001e-07
1,ARPC5,159,183595331.0,183604985.0,322.719522069812,0.109101933651668,7.84915611363351e-14,rs10911364,0.0013
1,ARTN,80,44398991.0,44402884.0,890.33010893298,9.71497834456603e-07,6.092907892512049e-11,rs803675,3.43e-08
1,ARV1,116,231114822.0,231136479.0,101.634012539578,0.486696742219699,4.41655434939931e-15,rs7539475,0.0458999999999999
1,ASB17,138,76384559.0,76398116.0,234.532479935101,0.126058909443497,6.310520008536581e-14,rs5745513,0.027
1,ASH1L,67,155305051.0,155532324.0,371.754523318677,0.0061729119107238,2.85818563430023e-13,rs11264371,0.0017
1,ASPM,127,197053256.0,197115824.0,236.129183137432,0.135065392159541,1.08123630389806e-13,rs6676084,0.0159
1,ASTN1,401,176830202.0,177134024.0,1361.70814967884,0.0003888968906949,1.64003027513304e-14,rs12141039,1.07e-06
1,ATAD3A,1,1447554.0,1470064.0,6.10237926576854,0.0133281243976697,0.0295875257246431,rs2296716,0.0135000000000001
1,ATAD3C,3,1385068.0,1405538.0,3.47736187197166,0.280118603749966,9.35901291497606e-06,rs12089560,0.2279
1,ATF3,188,212738696.0,212794116.0,252.343996922165,0.169449072670867,1.32010676669416e-14,rs11119986,0.0074
1,ATF6,392,161736083.0,161928852.0,134.950657679249,0.974451490135272,1.6673269712199502e-14,rs12217099,0.0893000000000012
1,ATG4C,164,63249802.0,63330050.0,159.891036436677,0.384996585632093,1.18706947666599e-14,rs7528963,0.0049
1,ATP13A2,88,17312452.0,17338267.0,304.23571985026,0.0064781108929533,8.863258754526031e-14,rs3754507,0.0002249999999999
1,ATP1A1,69,116915835.0,116947396.0,35.4076312379529,0.705653254299128,1.19688815305128e-14,rs6696907,0.0949000000000008
1,ATP1A2,131,160085547.0,160113374.0,188.088421207938,0.134760644255547,1.58472390062011e-14,rs617698,0.0015
1,ATP1A4,133,160121351.0,160156767.0,328.686199773464,0.0027323670704769,2.6654114787042202e-14,rs686015,6.17000000000015e-05
1,ATP1B1,198,169075946.0,169101960.0,206.113546034186,0.350021962217891,8.5408339926455e-15,rs3753292,0.013
1,ATP2B4,160,203595927.0,203713209.0,163.295689222864,0.403786084259046,3.4464186377516604e-15,rs6660778,0.0643999999999999
1,ATP5F1,120,111991742.0,112004525.0,91.982580269397,0.573783506188297,6.8188688335384905e-15,rs2789539,0.0159999999999999
1,ATP6V0B,72,44440601.0,44443972.0,584.943318731959,2.33789137111251e-05,3.02249391664103e-13,rs12410334,3.56000000000007e-06
1,ATP6V1G3,115,198492351.0,198510075.0,75.8672207355746,0.662891789070093,1.1693299473046801e-14,rs12742184,0.0221
1,ATP8B2,93,154298035.0,154323780.0,297.853433134011,0.0108151768077077,8.07105693073619e-14,rs7521837,5.98999999999992e-06
1,ATPAF1,100,47098410.0,47134099.0,55.7193669759351,0.640148150956843,1.46444881486642e-14,rs2181413,0.0458999999999999
1,ATPIF1,73,28562610.0,28564611.0,187.801884186808,0.055988317834343,7.662779136906051e-14,rs6688897,0.0097999999999999
1,ATXN7L2,79,110026560.0,110035356.0,63.4610700501594,0.473038047083746,9.032250232951161e-15,rs3738774,0.0079
1,AURKAIP1,11,1309109.0,1310818.0,14.6098633829986,0.242113767511825,7.874733096365529e-11,rs35424002,0.0852999999999998
1,AVPR1B,1,206224282.0,206231482.0,0.447551515084138,0.503596233329935,0.0081042676066692,rs35810727,0.5035
1,B3GALNT2,148,235613244.0,235667781.0,108.638973191003,0.569562459044605,8.229862162807251e-15,rs387492,0.0258000000000001
1,B3GALT2,64,193148175.0,193155724.0,674.552440774152,6.69611457521646e-05,4.19056159559873e-08,rs10801178,3.23e-05
1,B3GALT6,6,1167628.0,1170420.0,1.12480452557572,0.749243682923677,4.86132254811275e-08,rs4314833,0.5391
1,B4GALT2,77,44444865.0,44456840.0,550.394538455845,2.42234365258609e-05,1.6135134484930699e-13,rs12410334,3.56000000000007e-06
1,B4GALT3,65,161141100.0,161147314.0,114.20363452992,0.0980658463072201,3.38552814862873e-14,rs4575098,0.0102
1,BAI2,72,32192717.0,32229648.0,28.7907978837331,0.939609651460539,1.67874081404011e-14,rs12132508,0.1073
1,BARHL2,104,91177578.0,91182794.0,450.853079432487,0.0009842916067335,1.33325867053776e-13,rs10922910,0.0003389999999999
1,BAT2D1,226,171454665.0,171562650.0,524.831175974391,0.0315744649894061,4.3733730625107705e-14,rs12564279,0.000387
1,BATF3,93,212859759.0,212873327.0,98.693697720037,0.367034614778283,6.4391697634196e-15,rs2456825,0.0194
1,BCAN,99,156611739.0,156629320.0,106.605042857702,0.349214730352012,7.843505625885981e-15,rs1046650,0.0251
1,BCAR3,127,94027348.0,94147385.0,149.878391152893,0.270936008661336,1.18021497047461e-14,rs236316,0.006
1,BCAS2,47,115110180.0,115124265.0,44.7431738780308,0.423073306128244,8.025131712616791e-15,rs11577994,0.0143
1,BCL10,142,85731459.0,85743583.0,298.579593073662,0.0355404929620503,3.97962296904911e-14,rs3813600,0.0026
1,BCL2L15,72,114419435.0,114430169.0,40.0568832890655,0.736250173734948,1.50587307078122e-14,rs6665194,0.1704
1,BCL9,190,147013181.0,147098015.0,329.166576756457,0.0554547468390949,6.8391451741459105e-15,rs17160254,2.87000000000004e-05
1,BEST4,60,45249256.0,45253426.0,135.998894340165,0.0831035222749597,1.05489690287977e-13,rs11573590,0.0067
1,BGLAP,79,156211950.0,156213112.0,174.310905074233,0.0595890247934087,8.74491209499952e-14,rs2287024,0.0087
1,BLZF1,151,169337193.0,169365780.0,134.408258150955,0.469522397555506,7.5461267976381e-15,rs10158131,0.0838999999999999
1,BMP8A,81,39957317.0,39995541.0,289.625048949915,0.0043041680759802,9.21759627533611e-14,rs3768320,0.000703
1,BMP8B,99,40223902.0,40254533.0,102.132887562029,0.393524602428579,5.29955154115399e-15,rs12123609,0.0074999999999999
1,BNIPL,60,151009033.0,151020074.0,265.371313342699,0.0004171980521068,8.796172077259061e-14,rs11204755,3.39999999999993e-07
1,BOLA1,13,149871200.0,149872345.0,54.6119451414105,0.0227308517468812,2.1815872506614803e-09,rs7544531,0.0091999999999999
1,BPNT1,85,220230823.0,220263191.0,153.482274368583,0.116255998507149,4.5111580405537705e-14,rs3767657,0.0109
1,BRDT,105,92414927.0,92479985.0,95.3265222084079,0.427769579558765,7.19296935003214e-15,rs7513952,0.0424000000000002
1,BRP44,58,167887309.0,167905233.0,63.6275229373101,0.310822241988648,1.5425294130373602e-14,rs11580404,0.1068
1,BSDC1,21,32830775.0,32860027.0,39.8779571371262,0.0827629371450206,4.6250815699228803e-14,rs10914555,0.0384
1,BSND,154,55464616.0,55474465.0,110.03256769423,0.755627693251998,9.238758696356161e-15,rs2479413,0.003
1,BTBD8,119,92545892.0,92613397.0,84.1737988142613,0.538439484092527,8.362519967195381e-15,rs565156,0.0145999999999999
1,BTF3L4,49,52521972.0,52554062.0,43.14762091993,0.40420247245743,2.60011823689377e-14,rs12402478,0.0347000000000002
1,BTG2,105,203274663.0,203278729.0,118.796123776091,0.318212655110997,1.0402131050546e-14,rs2486931,0.0097999999999999
1,BXDC5,149,84944919.0,84964033.0,164.702349046948,0.332746671906168,1.12836068609848e-14,rs17374048,0.0245999999999999
1,C1orf100,191,244515936.0,244552393.0,294.113226823853,0.103457345000247,1.60936088699357e-14,rs3123701,0.000232
1,C1orf101,263,244624692.0,244803662.0,577.670607057688,0.0250504105613012,1.3804815918266501e-14,rs3006014,9.59000000000012e-05
1,C1orf102,131,36883506.0,36916052.0,177.963946490486,0.206020658995987,1.85730791248806e-14,rs12741632,0.0144
1,C1orf103,92,111489811.0,111506566.0,347.800336952383,0.0020576217419856,9.792456202791091e-14,rs11584826,0.000647
1,C1orf104,32,155290250.0,155293938.0,158.540171578926,0.0107337074244389,1.92349682516257e-12,rs11264351,0.0053999999999999
1,C1orf105,174,172389829.0,172437966.0,258.891253742083,0.15449460413691,1.95019673804418e-14,rs4916255,0.0015
1,C1orf106,104,200860668.0,200884863.0,582.500022245576,3.47272164424872e-06,8.865170247364181e-14,rs11583546,8.78999999999991e-07
1,C1orf107,145,210001332.0,210030908.0,99.0951703471724,0.627096545474717,1.0375195611235201e-14,rs7539638,0.0246999999999999
1,C1orf109,130,38147241.0,38156192.0,195.157380707254,0.155330914168445,2.1769611553200602e-14,rs7520673,0.0013999999999999
1,C1orf110,195,162824086.0,162838605.0,128.379163926378,0.761762962201317,9.369886488990852e-15,rs1039874,0.0528999999999998
1,C1orf111,175,162343514.0,162346644.0,131.287193452218,0.708884778231163,7.8638309588101e-15,rs12132354,0.0385999999999999
1,C1orf112,235,169764549.0,169822229.0,512.724341053957,0.069071324454914,4.6292851599723705e-14,rs6673493,0.0085999999999999
1,C1orf113,38,36772717.0,36790486.0,54.7805030267777,0.203964711831665,3.96650843564522e-14,rs12741632,0.0144
1,C1orf114,162,169364113.0,169396670.0,125.082716046455,0.555940396482194,1.11714580925215e-14,rs10158131,0.0838999999999999
1,C1orf115,95,220863627.0,220872499.0,213.257694522102,0.0587500121974437,4.4603567206150403e-14,rs337157,0.0074999999999999
1,C1orf116,95,207191865.0,207206101.0,305.700236101572,0.0132804782842211,6.2533587167768e-14,rs2629665,0.0002999999999999
1,C1orf122,44,38273968.0,38275126.0,236.499796177248,0.0006902493614093,3.5047429898029e-13,rs473279,0.000112
1,C1orf123,76,53679771.0,53686289.0,652.246607646318,5.19415384847011e-05,2.10371655878351e-13,rs12031155,5.43999999999992e-07
1,C1orf124,77,231473681.0,231489989.0,308.692207117545,0.0306349413208558,6.4916418257586695e-12,rs1009227,0.0172
1,C1orf125,342,179335114.0,179523870.0,629.500314472792,0.0930607141356528,3.61905849260695e-14,rs6676030,0.000923
1,C1orf127,96,11006532.0,11024258.0,56.1883658759639,0.837992199348112,1.47093571350291e-14,rs968545,0.0699
1,C1orf128,36,24104887.0,24114722.0,19.6129415301383,0.596735439523541,1.9613632451593302e-14,rs2076346,0.0742000000000003
1,C1orf129,169,170904635.0,170967946.0,249.834788650413,0.171623059873004,2.5347352751992602e-14,rs4656233,0.009
1,C1orf130,96,24882601.0,24935816.0,392.39137278595,0.0001774192454619,8.50952895478074e-14,rs4636398,0.000821
1,C1orf131,97,231359508.0,231376924.0,66.3222717177898,0.656258332156264,9.342271692814241e-15,rs16854012,0.0569
1,C1orf135,92,26160496.0,26185848.0,50.6517547549375,0.596243388168158,1.39615177457699e-14,rs11247751,0.0784000000000003
1,C1orf14,97,182868999.0,182922553.0,247.973786657259,0.0349490492441531,6.70418656989364e-14,rs3123484,0.0027999999999999
1,C1orf141,128,67557858.0,67594220.0,57.7442374961495,0.839030421859936,1.74700596479609e-14,rs1885277,0.0186000000000001
1,C1orf142,89,227922696.0,227968927.0,124.309695732073,0.198103903998933,2.5346387829779402e-14,rs10047088,0.0339
1,C1orf144,62,16693582.0,16724640.0,198.010316589795,0.0172850065711288,9.13739656105878e-14,rs12131407,0.0013999999999999
1,C1orf146,64,92683572.0,92711367.0,198.02999102211,0.0356397312270598,2.24499188179469e-13,rs3131816,0.0002739999999999
1,C1orf149,68,37958175.0,37980364.0,165.394208174563,0.0307725325312355,6.359391938226741e-14,rs12119795,0.0033
1,C1orf150,90,247712450.0,247739848.0,145.911538774532,0.0940245307203384,2.15639146228593e-14,rs11587369,0.0084
1,C1orf151,84,19923466.0,19955174.0,107.80137534337,0.24480833268029,2.07523168057869e-14,rs12133620,0.0121
1,C1orf156,153,169761671.0,169764031.0,347.033999254349,0.0596990213590689,7.83732604538916e-14,rs6673493,0.0085999999999999
1,C1orf157,96,204001574.0,204010388.0,310.461884148411,0.0015136323670635,4.86931780260193e-14,rs11240657,5.89999999999995e-05
1,C1orf158,126,12806162.0,12821102.0,168.687829426075,0.220624841074933,2.7869505780252e-14,rs3000870,0.0061999999999999
1,C1orf159,31,1017197.0,1051736.0,17.1290232812659,0.702765097427119,1.1898948741721501e-14,rs11579015,0.1634
1,C1orf161,64,116654375.0,116677861.0,57.4124372227882,0.478540687756494,4.09869207893043e-15,rs17515267,0.0239999999999998
1,C1orf162,111,112016603.0,112021134.0,101.936702215496,0.464398942430396,4.983749980133271e-15,rs2789539,0.0159999999999999
1,C1orf163,90,53152513.0,53164038.0,24.1396854830365,0.971293651290866,1.76416172570477e-14,rs12407301,0.0390000000000002
1,C1orf165,125,49193539.0,49242547.0,242.056933242704,0.068347821105177,2.75827284016355e-14,rs17374740,0.0021
1,C1orf168,177,57184476.0,57285369.0,341.80594355051,0.0160180596184775,3.4219720751792e-14,rs1832899,0.000335
1,C1orf172,39,27276060.0,27286897.0,188.443112261026,0.0068414979558797,2.42122675472092e-13,rs17356923,0.0026
1,C1orf173,205,75033794.0,75139422.0,460.601782756012,0.026522448507632,2.8834950914737604e-14,rs12146002,0.0044
1,C1orf174,81,3805696.0,3816849.0,73.0930308589151,0.484186308737202,6.14288328288704e-15,rs6674160,0.0743999999999996
1,C1orf175,201,55107443.0,55175939.0,264.848106600315,0.193455187209245,1.17799542779123e-14,rs6681626,0.0026
1,C1orf176,79,40974432.0,40982214.0,274.210904297006,0.0161398632473096,1.23558948379392e-13,rs4347206,0.0022999999999999
1,C1orf177,146,55271735.0,55307937.0,236.683237605861,0.140695492389443,2.7211845053249e-14,rs12563471,0.0127
1,C1orf182,72,156307104.0,156316785.0,140.823643661929,0.0866051797065729,6.58410863102173e-14,rs35478936,0.0172
1,C1orf183,146,112268369.0,112298419.0,391.464346042329,0.0123280654441384,5.15130769803807e-14,rs197420,0.000783
1,C1orf186,1,206238871.0,206288647.0,0.447551515084138,0.503596233329935,0.0081042676066692,rs35810727,0.5035
1,C1orf187,94,11751780.0,11780336.0,73.3645150716987,0.686432191242517,7.11441340806005e-15,rs12565954,0.0422000000000001
1,C1orf189,55,154171847.0,154178809.0,212.839848273677,0.0116364101146775,2.46983971931712e-13,rs4400599,0.0022999999999999
1,C1orf190,66,46669005.0,46737325.0,47.7691175441194,0.591753824283182,9.042225210792681e-15,rs17102080,0.0056999999999999
1,C1orf192,91,161334520.0,161337664.0,33.8857323435674,0.756389439643427,2.74743599705024e-14,rs11588371,0.0068999999999999
1,C1orf194,43,109648572.0,109656479.0,43.2780424342813,0.39963937263769,5.2816930277285905e-15,rs10466,0.0163
1,C1orf198,135,230972865.0,231004277.0,101.651119724851,0.672534172735141,7.714240152630961e-15,rs11584791,0.0172
1,C1orf2,45,155216995.0,155225274.0,207.985909927997,0.0146212022196212,2.66940441881194e-13,rs2075571,0.0010999999999999
1,C1orf201,153,24683488.0,24727949.0,239.633098222357,0.152212403360153,2.4081561246035e-14,rs545809,0.0041
1,C1orf21,289,184356149.0,184598155.0,811.19164841828,0.007457709462373,2.6537609555707e-14,rs7533466,0.0004859999999999
1,C1orf210,92,43747556.0,43751250.0,259.313223068491,0.0090719647133201,5.805470697985971e-14,rs4660731,9.03000000000023e-06
1,C1orf212,87,35319123.0,35325345.0,139.317324471508,0.112461630878932,2.46427385703773e-14,rs6662980,0.0013
1,C1orf213,69,23695463.0,23698279.0,29.3794522314608,0.863600071302155,1.6504747617687902e-14,rs12127143,0.1128
1,C1orf216,32,36179476.0,36184790.0,284.947473686295,0.0002977754485605,1.7618927840791202e-09,rs11264194,2.32e-05
